user_id,items_count,steam_id,playtime_forever,playtime_2weeks
76561198055301712,39,76561198055301712,2368,0
spaggotfaggot,243,76561198055972327,45,0
76561198089967395,0,76561198089967395,0,0
76561198072751883,31,76561198072751883,17339,164
SGT_Corrion,81,76561197996571918,2165,0
76561198046320729,0,76561198046320729,0,0
sgtion,16,76561198093258803,250,0
76561198025402421,84,76561198025402421,6963,0
nathaniel1902,215,76561198034984089,432,0
76561198068171319,0,76561198068171319,0,0
Jac95501,178,76561197970238539,25239,0
76561198078650370,8,76561198078650370,7966,0
76561198074146732,61,76561198074146732,7624,0
SgtKimble,586,76561198011177622,928,0
76561197990431621,36,76561197990431621,0,0
karnier001,0,76561198089465423,0,0
76561198057228629,0,76561198057228629,0,0
76561198079646247,89,76561198079646247,46,0
76561198042220493,16,76561198042220493,2255,0
76561198036227838,46,76561198036227838,92,0
76561197970980211,0,76561197970980211,0,0
76561198095997286,36,76561198095997286,1216,0
76561198073226219,77,76561198073226219,46598,0
76561198051887485,48,76561198051887485,4,0
76561198031943764,37,76561198031943764,5,0
76561198050236128,8,76561198050236128,17,0
RebornbyFire,119,76561198072185614,44,0
PhoenixRave,199,76561198011582814,661,0
Shaa-Li,0,76561198026993658,0,0
shabaddahuha,44,76561198008342497,202,0
jellyBrahh,158,76561198003075031,10,0
ShadowMercTheElite,42,76561198079991876,698,0
shada0071,208,76561198025743515,0,0
76561198016513901,94,76561198016513901,2,0
76561198059165066,70,76561198059165066,2961,0
76561198068444646,26,76561198068444646,18,0
shaddowofadream,288,76561197979217037,79,0
SEFIATTI,83,76561198069075647,0,0
Xionexus,82,76561198044256437,1580,0
76561198031795967,94,76561198031795967,1,0
76561198033257731,32,76561198033257731,13741,0
76561198043393457,248,76561198043393457,0,0
76561198066033339,83,76561198066033339,16,0
Shudow,70,76561198072857092,153,0
76561198101696219,11,76561198101696219,222,0
6344143214,3,76561198102237822,21453,999
76561198075045589,0,76561198075045589,0,0
76561198081382236,54,76561198081382236,22753,0
76561198158100654,83,76561198158100654,1062,0
Retroatsteam,74,76561198106647772,4167,0
ao-no-exorcist-full-907449,26,76561198105484977,191,0
sunofabun,0,76561198080311959,0,0
76561198058782320,31,76561198058782320,2050,0
76561198003480679,221,76561198003480679,1,0
76561198044184931,35,76561198044184931,1159,0
76561198147485235,29,76561198147485235,2033,0
ShadowBlueFire,35,76561198072510712,3074,0
76561198071957360,75,76561198071957360,321,0
76561198048763482,117,76561198048763482,1747,0
76561198057773824,0,76561198057773824,0,0
Anusbananna,83,76561198057117212,0,0
76561198049710932,77,76561198049710932,127,0
76561198258997142,10,76561198258997142,984,41
76561198064148204,289,76561198064148204,13949,0
76561198090264587,0,76561198090264587,0,0
76561198066367093,84,76561198066367093,2,0
76561198055515180,103,76561198055515180,6052,0
shadoworso,293,76561198088090124,0,0
76561198071340853,152,76561198071340853,402,0
76561198070656883,39,76561198070656883,90,0
Shadowsport,0,76561198072660979,0,0
76561198037043127,50,76561198037043127,471,0
76561198081246562,137,76561198081246562,3300,0
76561198045833405,100,76561198045833405,0,0
ShadowGamingAUS,93,76561198069479216,1337,0
76561198048080920,298,76561198048080920,983,0
76561198155174469,8,76561198155174469,224,44
shadrixt,113,76561198074629718,597,0
76561198063127887,60,76561198063127887,18341,0
76561198058933691,0,76561198058933691,0,0
OMGpookity,38,76561198135512907,12482,35
Ratatah,60,76561198051829988,4242,0
sTmated,33,76561198085976605,0,0
D_REX12,185,76561197999427699,767,0
76561198035788221,23,76561198035788221,20958,0
Shaggypile,311,76561198067986811,543,0
76561198088399664,18,76561198088399664,197,0
gunnerjiale,42,76561198048930215,3657,0
76561198063184169,18,76561198063184169,5255,3
76561198092526028,17,76561198092526028,11173,0
76561198098834968,37,76561198098834968,20984,0
76561198074075557,40,76561198074075557,116,0
ShakaSangoma,57,76561198079514691,0,0
76561198081448380,8,76561198081448380,1515,8
ShakenandStirred,0,76561197970590567,0,0
76561198018623316,24,76561198018623316,1709,0
maxibon9000,223,76561198089300025,1187,0
76561198009992783,130,76561198009992783,211,0
76561198065431856,19,76561198065431856,239,0
aidox2,9,76561198069680646,2454,0
76561197970561135,0,76561197970561135,0,0
NicholasTKalos,32,76561198060011460,0,0
76561198067704936,0,76561198067704936,0,0
76561197995483380,182,76561197995483380,11045,0
76561198069543013,22,76561198069543013,0,0
76561198039194335,79,76561198039194335,185,0
76561198072839931,17,76561198072839931,259,0
76561198088857515,39,76561198088857515,387,0
76561198049928090,7,76561198049928090,155,0
shaniatwainno1fan,33,76561198044338201,27,0
HarryBlehxd,0,76561198070552709,0,0
76561198103635105,58,76561198103635105,5881,0
76561197991723203,84,76561197991723203,80,0
76561198070985210,74,76561198070985210,81,0
76561198059674541,11,76561198059674541,9219,708
airmartino347,335,76561198011182082,122,0
Eshdawg,91,76561198062555394,394,0
76561198085105930,125,76561198085105930,8,0
76561198048706290,0,76561198048706290,0,0
ABSDHABJHDABSDJHABSDJHBSDFSD,19,76561198061680326,2467,0
76561198041082473,45,76561198041082473,1112,0
Sharkie1313,0,76561198034426416,0,0
452213,3,76561198097450859,0,0
76561198201122341,13,76561198201122341,0,0
Terminally-Chill,835,76561198043711805,2532,0
xtreeent,17,76561198083423060,2,0
QuackSauce195,23,76561198080278326,3516,0
gigipig,116,76561198004487472,680,0
Sharkswift,114,76561197988467588,1468,0
kek47585,57,76561198036003183,249,0
76561198067916120,0,76561198067916120,0,0
76561198104723613,6,76561198104723613,0,0
76561197964402427,121,76561197964402427,4650,0
k1llbox,39,76561198010182150,160,0
tomsta,94,76561198000926974,5084,0
76561198060887478,0,76561198060887478,0,0
76561198082150235,49,76561198082150235,1622,0
76561198068618866,72,76561198068618866,1,0
76561198007040886,39,76561198007040886,87,0
76561198050728657,0,76561198050728657,0,0
Shaterred_,58,76561198090906062,0,0
Hasam1,98,76561198064112036,0,0
76561198089547341,30,76561198089547341,918,0
76561198059679568,37,76561198059679568,65,0
bignath3,0,76561198076645739,0,0
76561198060652713,35,76561198060652713,4925,0
76561198057582654,13,76561198057582654,295,0
76561198083963688,133,76561198083963688,0,0
76561198066562968,21,76561198066562968,96,0
5spooky420me,24,76561198064067008,6,0
76561198043662245,137,76561198043662245,569,0
76561198057397326,47,76561198057397326,1359,0
gamingintothefuture,72,76561198087631413,1568,0
76561198055694434,29,76561198055694434,24278,0
76561198064758696,19,76561198064758696,0,0
ShechoxxfuL,78,76561198057322514,13936,0
76561198073197778,36,76561198073197778,1,0
76561198098894037,0,76561198098894037,0,0
mshee,0,76561197972498276,0,0
76561198065770138,32,76561198065770138,11173,26
76561198048597470,28,76561198048597470,1474,0
76561197963219999,235,76561197963219999,0,0
SheepXplore,62,76561198133675062,1581,163
76561198209765005,3,76561198209765005,0,0
heavystorm02,55,76561198071062984,1877,0
thesheker,0,76561198038650969,0,0
76561198040864814,0,76561198040864814,0,0
Shelly0,0,76561198090496843,0,0
Kitteh,102,76561198028336833,82,0
76561198089021535,15,76561198089021535,0,0
ShemTMM,0,76561198176922571,0,0
geekosaurus,0,76561198052282267,0,0
76561198081902429,0,76561198081902429,0,0
76561198072300691,61,76561198072300691,1031,0
shenry,228,76561197986715883,0,0
76561198050406026,0,76561198050406026,0,0
76561198021025905,153,76561198021025905,200,0
vampdavampire,225,76561198038608854,218,0
sherlock111,124,76561198078389588,19,0
76561198072767824,42,76561198072767824,6067,0
76561198076076517,23,76561198076076517,0,0
76561198076392233,47,76561198076392233,5228,0
ShevilleWarhand,185,76561198116908602,193,0
76561198094800605,0,76561198094800605,0,0
bloodqz,64,76561198043877199,144,0
76561198201756185,63,76561198201756185,2172,0
76561197964772156,118,76561197964772156,117,0
louietheguy,121,76561198065056625,0,0
shiisa,273,76561198022502900,66,0
shikariasdf,51,76561198045879789,137,0
76561198097765368,60,76561198097765368,1850,0
Shilor,705,76561197988455997,0,0
ShimadaBR,76,76561198067563248,17775,135
76561198072003477,0,76561198072003477,0,0
76561198093023242,2,76561198093023242,793,0
TacticCo,52,76561198072758679,14757,58
shining-force,0,76561198046818989,0,0
shinkui,178,76561198017179569,0,0
BokuWaLolicon,40,76561198045841796,8,0
BokuWaLolicon,40,76561198045841796,8,0
D_force151,94,76561198042670692,77,0
shinybulblax,49,76561198068470582,4612,0
76561198064146553,11,76561198064146553,351,0
76561198051748820,561,76561198051748820,23,0
76561198015422750,0,76561198015422750,0,0
mfwlife,85,76561198054027353,11,0
just___no,100,76561198064337513,11061,0
ShiroEggo,0,76561198075144814,0,0
avez,207,76561198033667636,657,0
76561198081299936,53,76561198081299936,783,0
shitbonanza,73,76561198027546644,41,0
MrRockmelon,212,76561198030851714,1265,0
SeenBag,247,76561198046566471,4179,0
Ryusey,102,76561198078315633,27880,0
76561197972574982,0,76561197972574982,0,0
76561198060244880,0,76561198060244880,0,0
76561198069708131,18,76561198069708131,3967,0
ShizFizz,125,76561198080722548,112,0
76561198053859908,24,76561198053859908,0,0
76561197961631213,69,76561197961631213,581,0
76561198089686519,36,76561198089686519,5164,0
76561198106326690,57,76561198106326690,8568,0
76561198060207369,22,76561198060207369,0,0
76561198076770532,158,76561198076770532,606,0
jularious,19,76561198086496588,0,0
SlenderTurtle,0,76561198022113993,0,0
Shochi_De_La_Mochi,143,76561198030093175,5930,0
shockYO,277,76561198016751832,3748,0
76561198072583012,67,76561198072583012,197,0
KingNosehair,75,76561198042675108,1092,0
76561198023178754,402,76561198023178754,178,0
76561198054361648,169,76561198054361648,242,0
76561197995582054,333,76561197995582054,0,0
76561198088539105,80,76561198088539105,1010,0
theshoopster,119,76561198054204564,629,0
76561198046964445,23,76561198046964445,16940,0
Shooter_man83,177,76561198027476024,17023,35
76561198085236799,16,76561198085236799,0,0
SirTremain,258,76561198055686314,0,0
officialseth,26,76561198078896289,31268,25
ShotGunFaceLift1,267,76561198040176242,0,0
76561198018059901,76,76561198018059901,3523,0
76561198068953573,101,76561198068953573,1282,0
tingtangwallawallabingbang,10,76561198065943641,1604,0
76561198050247132,91,76561198050247132,3155,0
76561198068348836,10,76561198068348836,0,0
azwray,0,76561198009597687,0,0
Shtiffles,78,76561198053278627,300,0
notyourdad,38,76561198072419120,62,0
76561198070780240,0,76561198070780240,0,0
yishuenn,12,76561198066713147,0,0
Shuldion,103,76561198056711309,89,0
76561198007802741,158,76561198007802741,3,0
76561198046412025,31,76561198046412025,2195,0
76561198042967453,29,76561198042967453,3142,0
Marshall_Br,222,76561198061654372,165,0
jamesbonx,78,76561198104601886,2445,0
76561198094513310,43,76561198094513310,219,0
76561198053619980,0,76561198053619980,0,0
shyronnie2k,49,76561198080860595,632,0
szycastarr,32,76561198080297370,16,0
shadybunch,20,76561198086945264,26911,0
76561198088983081,30,76561198088983081,1216,0
76561198057184740,75,76561198057184740,19,0
chewerofhats,155,76561198012626956,233,0
belstin,0,76561198054679714,0,0
76561198043671476,47,76561198043671476,3,0
SmithsChips,52,76561198070843702,199,0
76561198054044088,0,76561198054044088,0,0
76561198042994944,16,76561198042994944,11715,0
sidney90000,526,76561198084439177,0,0
76561197975643696,0,76561197975643696,0,0
darkfire937,241,76561198005137002,0,0
76561198090558642,50,76561198090558642,2323,33
76561198071418758,137,76561198071418758,16,0
76561198100513560,7,76561198100513560,145,0
sidorakh,107,76561198047624325,4537,0
76561198044583077,0,76561198044583077,0,0
76561198095765519,61,76561198095765519,347,0
76561198091670011,22,76561198091670011,0,0
andrekekstar,144,76561198079044254,281,0
eaglebread,226,76561198041540974,365,0
nyxx51,0,76561198071446953,0,0
76561198174967337,22,76561198174967337,4566,0
76561198044865157,86,76561198044865157,17,0
76561198033822639,0,76561198033822639,0,0
Sifty,116,76561198045195977,0,0
76561198028117137,121,76561198028117137,115,0
sigmascoop,184,76561198043238523,1236,0
RacheFace,114,76561198034165790,0,0
76561198046786540,97,76561198046786540,257,0
signifier,52,76561198056398944,29,0
trapy2016,78,76561198055827200,70,0
76561198074220473,18,76561198074220473,3127,0
76561198097621779,16,76561198097621779,5949,586
76561198102272170,0,76561198102272170,0,0
76561198028545074,27,76561198028545074,5,0
nomoresilent,87,76561198081534122,289,0
76561198056606925,15,76561198056606925,592,0
76561198054605160,0,76561198054605160,0,0
TheSilentShadeNZ,180,76561198056437526,9,0
76561198091137958,46,76561198091137958,45,0
xaneinfinity,0,76561198011442028,0,0
corthesi220,0,76561198094620569,0,0
jackdtimes3,270,76561198039738191,192,0
76561197962454920,0,76561197962454920,0,0
76561198050463468,86,76561198050463468,21,0
76561198094436021,3,76561198094436021,10371,0
76561198057998368,4,76561198057998368,49448,163
BatatasSamGostozas,30,76561198068622184,15586,36
immmaretardd,25,76561198086139266,278,0
76561198074027462,30,76561198074027462,1114,0
anca1ag0n,374,76561198000554821,24,0
76561198044128297,154,76561198044128297,1194,0
halo1010,0,76561198055104492,0,0
76561197994292320,113,76561197994292320,683,0
76561198060369859,67,76561198060369859,2,0
76561197977619156,0,76561197977619156,0,0
silverdj141414,12,76561198071247904,495,0
blackwood208,182,76561198051452666,14873,0
76561198089351211,109,76561198089351211,36,0
76561198060327709,0,76561198060327709,0,0
76561198089985176,12,76561198089985176,3912,0
DanteNewlandIsBae,0,76561198080035988,0,0
dan_u_al,12,76561198078728224,6592,0
shobzenf,68,76561198109680201,3746,0
76561198071041736,182,76561198071041736,19,0
ALEXKHIANBREWER,69,76561198066841960,236,0
roujibarangzi,41,76561198057944617,6932,0
76561198045449905,43,76561198045449905,297,0
76561198069472808,245,76561198069472808,16,0
Firery2084,68,76561198086830873,14877,0
Simipoo,152,76561198044268327,629,0
WOLFIEEEEEEEE,242,76561198041543188,271,0
76561198078403872,73,76561198078403872,6569,706
Socktoppet,60,76561198199437315,5,0
76561198083649599,63,76561198083649599,82,0
76561198070317311,39,76561198070317311,1082,0
Nyr1,69,76561198084698638,0,0
76561198084959052,62,76561198084959052,62,0
76561198069638681,93,76561198069638681,0,0
76561198026328846,93,76561198026328846,15,0
Stnether,109,76561198079326554,1032,0
76561197967917362,0,76561197967917362,0,0
76561198069220396,79,76561198069220396,438,0
76561198073351254,180,76561198073351254,84,0
76561198083012054,52,76561198083012054,46,0
76561198033137901,14,76561198033137901,3538,0
ggmud,273,76561198081805077,17,0
76561198052022517,26,76561198052022517,344,0
76561198039393712,186,76561198039393712,101,0
76561198046856533,46,76561198046856533,4539,0
76561198089830248,65,76561198089830248,111,0
76561198053730286,50,76561198053730286,47,0
76561198080345478,68,76561198080345478,38576,0
SuchMisfortuneMan,139,76561198031589482,501,0
GsinA,0,76561197994079643,0,0
76561198043601225,38,76561198043601225,16,0
76561198063095250,114,76561198063095250,286,0
edmw,183,76561197994011735,0,0
flamingnx9,121,76561198075216171,2821,0
jmatcott,99,76561198046756547,0,0
76561198058421989,48,76561198058421989,1702,0
cooky1997,109,76561198053364848,20,0
76561198101449768,43,76561198101449768,0,0
76561198071249602,39,76561198071249602,13396,0
76561198086803033,75,76561198086803033,383,0
76561198061148606,104,76561198061148606,158,0
SirDoober,51,76561197999417660,698,0
76561198055661061,60,76561198055661061,314,0
27dnguyen,29,76561198085935015,0,0
76561198087279731,6,76561198087279731,25,0
SirHolyCow,20,76561198067658760,1619,0
76561198037968477,372,76561198037968477,0,0
76561198068375933,29,76561198068375933,2101,0
76561198058745336,55,76561198058745336,6159,0
CITIZENOFYORK,0,76561198143479508,0,0
POTATOESandPIES,88,76561198071828286,17820,0
76561198107917480,22,76561198107917480,0,0
76561198068556799,100,76561198068556799,3,0
Green_Nimrod,24,76561198077282731,27124,54
76561198045927047,48,76561198045927047,284,0
DarrielOni,47,76561198045498241,2695,0
odlore,95,76561198058160828,355,0
vakooky,16,76561198075373921,1519,0
76561198066932919,33,76561198066932919,5827,0
76561198071457723,0,76561198071457723,0,0
GuiDeOliveira,44,76561198079201036,609,0
76561197997821817,82,76561197997821817,0,0
Spagggggetttttti,231,76561198044314006,196,0
76561198048072743,134,76561198048072743,1406,0
robinisamazing,126,76561198032437647,23578,0
SirRockOfPetville,107,76561198072300115,177,0
RorzaSpirit9,0,76561198043084379,0,0
sir-shiny-sides,71,76561198028732973,76,0
xWaterfall,150,76561198061139807,1768,0
snezzey,1079,76561198004706815,84,0
76561198054622453,77,76561198054622453,2177,0
sirstaple,79,76561198083207212,66,0
76561197998718499,90,76561197998718499,9,0
kevin_rudd,157,76561198043044699,23,0
76561198016840437,124,76561198016840437,8,0
laralocals,97,76561198017235372,575,0
76561198073251307,35,76561198073251307,0,0
76561198090735897,38,76561198090735897,0,0
simon19920,0,76561198013056216,0,0
3eBpA,140,76561198043887912,3757,0
76561198071604998,49,76561198071604998,3159,0
76561198046689222,0,76561198046689222,0,0
76561198041849792,106,76561198041849792,265,0
76561198087157968,25,76561198087157968,0,0
76561198086878574,10,76561198086878574,0,0
76561198079079942,121,76561198079079942,644,0
76561198063818739,103,76561198063818739,338,0
76561198123450085,106,76561198123450085,17955,0
76561198122753334,12,76561198122753334,1,0
76561198079900606,26,76561198079900606,448,0
76561198067696973,0,76561198067696973,0,0
76561198031207115,22,76561198031207115,63644,380
sirbobfree_james_leeroy_ii,88,76561198057386091,1742,0
SirChappie,0,76561198037700512,0,0
SirCrazyG,51,76561198085442081,0,0
76561198057703301,152,76561198057703301,0,0
76561198065122793,57,76561198065122793,3552,0
ausdraven,272,76561197982908543,0,0
76561198043157461,66,76561198043157461,120,0
76561198083620363,23,76561198083620363,0,0
sirieous,116,76561198042607673,1,0
LouCanSirius,76,76561197997322383,374,0
SirJackals,54,76561198076418183,3191,35
76561197971730470,0,76561197971730470,0,0
SirMasterBaiter,66,76561198062554001,8,0
76561198010816176,0,76561198010816176,0,0
SirMonkie,0,76561198062656489,0,0
76561198067942498,59,76561198067942498,1282,0
76561198095402254,28,76561198095402254,613,0
sirslush91,228,76561198058863798,385,0
sirusmonkey,109,76561197992785026,1053,0
76561198094973305,26,76561198094973305,1135,24
76561198068476575,69,76561198068476575,58645,0
76561198036322240,27,76561198036322240,0,0
76561198063176266,26,76561198063176266,158,0
bumnuts37,33,76561198029248991,71,0
76561198173726487,3,76561198173726487,6899,1311
76561198061846218,14,76561198061846218,502,0
BuddyChaos,73,76561198077793282,14644,0
Sir_Hazardous,173,76561198061849019,2618,0
76561198077612901,116,76561198077612901,81,0
sir_pumpkinhead,114,76561198058329882,8,0
Otakuku,42,76561198143785454,24,0
76561198059769140,22,76561198059769140,203,0
sith_squirrel,314,76561198012396300,14,0
unLimitieDx,141,76561198043886751,0,0
mitchdew,173,76561198067235374,0,0
1233zaazen,33,76561198078074856,2781,0
randomURLhere-_-,51,76561198044120181,6335,0
Grimthor02,10,76561198063030165,5543,0
2364786499,49,76561198020007256,1231,0
dabcentral,17,76561198053055595,1161,0
76561197979796744,131,76561197979796744,0,0
76561198065819328,45,76561198065819328,13979,0
76561198061456944,206,76561198061456944,164,0
76561198080920377,20,76561198080920377,1089,0
oddso,114,76561198106868518,8096,0
skaarh,274,76561198083442796,1243,0
76561198083750387,5,76561198083750387,0,0
skaeren2190,431,76561198013368753,113,0
76561198049959481,22,76561198049959481,21,0
76561198010238057,41,76561198010238057,196,0
76561198095921269,0,76561198095921269,0,0
76561198079742505,68,76561198079742505,134,0
76561198084636226,34,76561198084636226,9818,0
Scavengerrr,50,76561198084629051,112,0
SkecksCSGO,17,76561198048839558,272,0
wfs89,5,76561198050531074,1175,0
76561198009134230,166,76561198009134230,0,0
137731251236671466147,371,76561198041108202,2807,0
76561198085879027,87,76561198085879027,7223,0
76561198025976606,108,76561198025976606,4362,0
76561198032871150,81,76561198032871150,1115,0
Conrad_christopher_howard,62,76561198061816102,465,0
lordchevycat101,68,76561198080339721,65,0
76561198051439751,103,76561198051439751,66,0
76561198062174028,26,76561198062174028,1504,0
76561198060803622,81,76561198060803622,1966,0
76561197995456100,15,76561197995456100,396,0
oxxios,42,76561198079554497,2409,0
theoneandonlysketchy,124,76561198039951082,18,0
sketchyfletchy,289,76561198008420024,325,0
76561198119376787,0,76561198119376787,0,0
76561198041632122,0,76561198041632122,0,0
skidd17,112,76561198012620973,8,0
76561198036532666,117,76561198036532666,569,0
skiddlezizkewl,72,76561198040916532,708,0
76561198042272577,8,76561198042272577,1584,24
76561198071550192,90,76561198071550192,2922,0
76561198023972543,0,76561198023972543,0,0
76561198052307290,63,76561198052307290,3189,0
76561198044791151,54,76561198044791151,10697,0
Ski11ed,31,76561198069043432,547,0
Prim4l_Inst1nKt,79,76561197995013956,0,0
skilltwelve,4,76561198071424827,99,0
76561198097398624,39,76561198097398624,7861,0
76561198065860620,111,76561198065860620,80,0
Pootissoul,132,76561198049447440,1224,0
76561198057775965,44,76561198057775965,33,0
76561197971253645,0,76561197971253645,0,0
76561197966292841,161,76561197966292841,2940,0
skippaboi,283,76561198037794970,0,0
76561198042788705,48,76561198042788705,1540,0
76561198065775099,116,76561198065775099,8792,0
76561198067797700,12,76561198067797700,0,0
SWYANO,89,76561198005016027,1843,0
katzuma,73,76561198047713104,6456,72
76561198011088707,0,76561198011088707,0,0
SkatARat,0,76561198032320335,0,0
LinxyOG,21,76561198314511739,0,0
reece121212,76,76561198081635251,298,0
76561198022316719,102,76561198022316719,1065,0
candyman103,66,76561198087835305,195,0
Skketched,74,76561198038692104,0,0
7515953,56,76561198071701294,25692,0
76561198061822230,28,76561198061822230,390,0
malcolmxwing,0,76561197995222214,0,0
76561198070344487,65,76561198070344487,588,0
fenrakk4,54,76561198058734808,880,0
editinggod,18,76561198067331154,73299,0
76561198070318047,84,76561198070318047,598,0
mchafisguy,36,76561198076309974,314,0
76561198043071902,72,76561198043071902,1936,0
76561198065448616,44,76561198065448616,5163,0
76561198090864543,12,76561198090864543,438,0
76561198034128949,119,76561198034128949,42,0
76561198049750799,1,76561198049750799,20,0
skullorn,46,76561198043780513,2968,0
skulluxies,66,76561198054710958,162,0
SkullainnLovesGoats,83,76561198077472987,738,0
Skulzie,41,76561198034549190,14858,0
SkumbagSpokes,63,76561198055905355,355,0
keirookami,156,76561198065341934,0,0
76561198062501541,19,76561198062501541,6750,627
Skuxii,197,76561198070635484,30,0
76561198071313613,0,76561198071313613,0,0
76561198057060736,19,76561198057060736,35,0
f23_luke,346,76561198008679995,266,0
meistersky,49,76561198068903342,3214,0
76561198062275390,171,76561198062275390,885,0
76561198057954779,0,76561198057954779,0,0
skyishigh,236,76561198052800660,254,0
76561198102667143,67,76561198102667143,87343,5309
davidsavy,183,76561198041268836,16,0
fluxxenik,55,76561198046029875,37,0
76561198083869885,34,76561198083869885,0,0
SuperSkybolt,64,76561198081834742,360,0
WalrusKingAU,93,76561198060240014,750,0
76561198051015993,52,76561198051015993,157,0
76561198039157771,9,76561198039157771,9235,0
76561198065725333,328,76561198065725333,578,0
76561198015411069,0,76561198015411069,0,0
76561198091309741,15,76561198091309741,194,0
76561198054471162,91,76561198054471162,832,0
76561198058199981,43,76561198058199981,50,0
76561198047865445,14,76561198047865445,426,0
skylordzaneo,10,76561198078941758,12866,0
MeepTMW,124,76561198095860552,11,0
76561198065162434,0,76561198065162434,0,0
76561198101528233,50,76561198101528233,1134,0
76561198083186331,89,76561198083186331,2348,0
76561198067466605,0,76561198067466605,0,0
Skytorn,453,76561197996590082,0,0
76561198060235413,8,76561198060235413,18776,54
skywalker7412,31,76561198081627902,1585,0
Skywynn,79,76561198092123619,11651,0
urahomo,115,76561198055555906,352,0
76561198072872572,0,76561198072872572,0,0
lagachplays,134,76561198087860355,44,0
linuxslacker,730,76561198067953510,40,0
76561197960959436,136,76561197960959436,157,0
76561198072277092,75,76561198072277092,198,0
76561198068563516,5,76561198068563516,10836,2749
76561198075034526,0,76561198075034526,0,0
aliaswabbit,44,76561198068066094,38852,0
slaing,52,76561198048939346,5982,0
ceptore,180,76561198037303677,46,0
76561198147127441,19,76561198147127441,1123,0
SydneySkiez,44,76561198069023310,95,0
jarateguy,185,76561198026298012,1,0
76561198001838066,72,76561198001838066,599,0
slapmystick,19,76561198035915776,1,0
slartiblarghfast,926,76561197967307819,0,0
shadowassassin17,270,76561198043660723,97,0
76561197992413659,140,76561197992413659,901,0
Nikopiebushbush,52,76561198071973740,170,0
76561198040237239,84,76561198040237239,1603,0
76561198010441325,6,76561198010441325,235,0
76561198015468491,126,76561198015468491,37,0
76561198072132964,35,76561198072132964,5766,0
SlayerSaxi,12,76561198081764107,3499,0
bgsk8282,327,76561198018504243,145,0
Asensfinakullar,18,76561198082456414,2332,0
SleazySpider,122,76561198049702559,978,0
76561198042472949,68,76561198042472949,1,0
76561198180773807,45,76561198180773807,485,0
gabennnnnnnnnn,77,76561198091610213,762,0
76561198096245915,0,76561198096245915,0,0
killerofsleep,167,76561198049963124,913,0
76561198084194875,17,76561198084194875,6863,0
76561198055909176,21,76561198055909176,0,0
76561198084163024,147,76561198084163024,1934,0
slender_apexPanda,2,76561198105428510,214,0
76561198075493538,9,76561198075493538,4998,68
76561198071560353,22,76561198071560353,3579,0
SlenderFox,72,76561198044002401,6863,0
76561198072940682,9,76561198072940682,6,0
76561198078505411,0,76561198078505411,0,0
76561198050300819,0,76561198050300819,0,0
76561198132871706,9,76561198132871706,4764,98
Zantrof,0,76561198075999940,0,0
76561198074227021,29,76561198074227021,10243,0
76561198073103882,34,76561198073103882,19686,795
76561198066894035,5,76561198066894035,1726,0
SlidzorJ,174,76561197997055953,549,0
MickSlim,0,76561197989228036,0,0
76561198081267775,36,76561198081267775,74,0
saint-cray,43,76561198106984090,643,0
76561198058753722,107,76561198058753722,48024,0
76561198081604247,25,76561198081604247,1501,0
76561198095164410,18,76561198095164410,8117,0
76561198072015725,167,76561198072015725,1582,0
slimeguy361,57,76561198067864840,821,0
76561198062737271,0,76561198062737271,0,0
SlipsSteam,261,76561198061876045,811,0
76561198014773512,0,76561198014773512,0,0
SlipperyPiggy,132,76561198063770007,20,0
coreyr92,182,76561198038578521,94,0
76561198043659279,106,76561198043659279,540,0
76561198071744049,54,76561198071744049,58,0
Slipperypickle139,12,76561198042345003,1037,0
305010,67,76561198064521270,2101,0
streamline2,86,76561197994097182,107,0
hillcamper,0,76561197975099549,0,0
76561198028732565,0,76561198028732565,0,0
76561198070645635,83,76561198070645635,10280,0
76561198024857280,104,76561198024857280,636,0
76561198103545628,0,76561198103545628,0,0
McSloppy,58,76561198122760438,77,0
76561198037541199,659,76561198037541199,10,0
76561198076118219,69,76561198076118219,931,0
evilsloth,0,76561197971917489,0,0
76561198091866803,69,76561198091866803,41,0
51347686794726256,0,76561198107846281,0,0
76561198030380176,0,76561198030380176,0,0
76561198051562589,20,76561198051562589,0,0
76561198044965044,65,76561198044965044,19,0
76561198083597316,70,76561198083597316,3491,0
76561198034438267,34,76561198034438267,461,0
76561198060681747,28,76561198060681747,22790,0
zp3413,63,76561198080905955,994,0
Mexperience,102,76561198014136955,0,0
76561198010803538,58,76561198010803538,917,0
SlurpDog,90,76561198076009608,3008,0
76561198020061745,115,76561198020061745,70,0
76561198089439191,0,76561198089439191,0,0
76561198001741378,27,76561198001741378,144,0
acoolkid,105,76561198053275827,1708,0
76561198207275267,5,76561198207275267,67722,790
TheSlyDragon,51,76561198072238824,4852,39
slynn1,267,76561198091736583,143,0
smunktait,132,76561198098020341,101,0
tina_1337,37,76561198076281506,117,0
76561198078990410,27,76561198078990410,0,0
76561198076934502,14,76561198076934502,82,0
76561198038978186,0,76561198038978186,0,0
76561198081009971,80,76561198081009971,4124,0
76561198015508754,20,76561198015508754,2125,0
76561197993498267,205,76561197993498267,34,0
76561198084584807,74,76561198084584807,6104,0
ifoundsanta,22,76561198105838979,312,0
76561198100193773,54,76561198100193773,203,0
76561198052498877,25,76561198052498877,2636,0
smashkey,41,76561198001530618,237,0
76561198086891343,42,76561198086891343,890,0
76561197968458819,0,76561197968458819,0,0
s0ggy,31,76561198044933443,5960,0
