,genres,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
101972,"Casual, Indie",Christmas Race,755600,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101973,"Adventure, Indie, RPG",Samurai of Hyuga Book 3,757450,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101974,"Indie, Simulation, Strategy, Early Access",Empires of the Undergrowth,463530,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101975,"Action, Casual, Indie, Sports",Air Hockey,750330,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
101976,"Action, Adventure, Indie",The Breeding: The Fog,744440,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101977,"Indie, Strategy",Wars Across the World: Morat 1476,753286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101980,"Indie, RPG, Strategy",Haque - Original Soundtrack,759810,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
101982,"Action, Indie",Aequitas Orbis - Original Soundtrack by Stèv,745770,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101983,"Action, Casual, Indie, Early Access",BEATris,708890,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101990,"Action, Free to Play, Indie",Super Shoot Owl,747770,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
101991,"Action, Indie, Early Access",Hold Your Own,717790,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101993,"Action, Adventure, Indie, Early Access",New World: The Tupis,723880,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101994,"Adventure, Indie",Hunter of antiques,745060,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101995,"Adventure, Indie",Lost Home,728020,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101996,"Casual, Indie",Far from Noise Original Soundtrack,757980,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101997,"Audio Production, Utilities",Rytmik Studio Supporter Pack,741540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
101998,Casual,3 days: Zoo Mystery,573650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102000,"Adventure, Casual, Simulation, Strategy",Northern Tale 2,573340,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
102002,"Adventure, Casual, Simulation, Strategy",Adelantado Trilogy. Book Two,573670,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
102003,"Adventure, Casual, Simulation, Strategy",Island Tribe 4,573700,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
102004,"Action, Indie",Cobalt WASD,590720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102005,"Action, Indie",Scrap Galaxy,723110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102006,"Adventure, Casual, Indie, RPG, Simulation, Strategy",Plant This,682660,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2017
102007,"Casual, Indie, Strategy",Kingdom Defense,756260,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102008,"Action, Casual, Indie",One Against The Galaxy,755820,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102009,"Adventure, Casual, Indie",Project Cabin,747990,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102010,"Adventure, Casual, Indie, RPG, Simulation",Cattails | Become a Cat!,634160,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2017
102012,"Adventure, Casual, Indie",Hostil,726200,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102014,"Action, Indie",Danger Close!,752790,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102017,"Adventure, Indie",The Ghost of Joe Papp,696310,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102020,"Adventure, Casual, Simulation",The Love Boat,748150,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102021,"Indie, Simulation",Disassembly 3D,747910,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
102023,Casual,Christmas Puzzle 2,750780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102024,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG",La Tale - Evolved,721030,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2017
102025,"Utilities, Early Access",Keyboard Engine,724070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
102026,"Adventure, Indie",拼词游戏 2017,745840,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102027,"Indie, Racing, Early Access",Street Heat,744040,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
102028,"Indie, RPG, Simulation",A Day For A Kitten,742230,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2017
102031,"Adventure, Indie",Snail Trek - Chapter 1: Intershellar,751280,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102032,"Adventure, Early Access",D.F.R.: The Light,747750,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102034,"Action, Adventure, Indie",Raiders of the Broken Planet - Wardog Fury Campaign,462603,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102035,Simulation,OMSI 2 Add-on Bremen-Nord,708173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102036,"Action, Indie",Last Anime boy:Eazy Saving loli,759490,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102037,"Action, Indie, Massively Multiplayer",Heliborne - East Germany Camouflage Pack,749240,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017
102038,"Action, Indie, Massively Multiplayer",Heliborne - German Camouflage Pack,749241,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017
102039,"Adventure, Casual",Grim Legends 3: The Dark City - Artbook &amp; Soundtrack,715150,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102040,"Adventure, Casual",Enigmatis 3: The Shadow of Karkhala - Artbook &amp; Soundtrack,720400,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102041,"Casual, Simulation, Sports",Schlag den Star - Das Spiel,603550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2017
102042,"Action, Casual, Indie, Strategy, Early Access",Deadly Days,740080,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102043,Indie,BAPTISM,747160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102050,"Casual, Indie",Battle Runner,749040,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102054,"Casual, Indie, Simulation, Strategy",Magic Siege - Defender,749270,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
102055,"Indie, RPG",Dark and Bright,652270,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
102057,"Adventure, Indie",Burgle Bros.,705550,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102059,Casual,Paperback: The Game,710700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102060,"Action, Sports",TEKKEN 7 DLC 2 Geese Howard Pack,592373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
102061,"Action, Indie",Sky Force Reloaded,667600,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102063,"Adventure, Casual, Indie",Dead Link: Pages Torn,740070,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102064,"Free to Play, Indie, RPG",Defenders of Tetsoidea II RPG,754160,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017
102066,"Action, Adventure, Indie, Early Access",Corridor 15,732040,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102067,"Casual, Indie",Fluffy Friends - DLC,756540,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102068,"Casual, Strategy",Carcassonne - Tiles &amp; Tactics,598810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
102069,"Action, Adventure, Casual, Indie",Ghoulboy - Dark Sword of Goblin,752500,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102070,"Action, Adventure, Casual, Indie, Strategy, Early Access",Divide &amp; Conquer,717240,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102071,"Adventure, Indie",Monarch of Greed - Act 1,746220,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102072,Simulation,Train Sim World®: CSX GP40-2 Loco Add-On,577359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102073,"Casual, Indie, Strategy",Frutakia 2,755220,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
102074,"Adventure, Indie",Robot's Mystery,724750,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102076,"Action, Adventure, Indie",Destroy Space Aliens,733180,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102079,"Indie, Simulation, Strategy, Early Access",Driftland: The Magic Revival,718650,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
102081,"Indie, Strategy, Early Access",Empire Deluxe Combined Edition,742700,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102082,"Action, Adventure, Casual, Indie",Cyborg Arena,706440,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102083,"Adventure, Casual, Simulation",Airport Madness 3D: Volume 2,748610,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102084,"Action, Adventure, Casual, Indie",Achievement Hunter: Thief,714260,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102085,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, Early Access",BattleRush,734580,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2017
102087,"Indie, Simulation, Strategy",40 Days,737600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
102088,"Design &amp; Illustration, Utilities",Virtual Battlemap DLC - Elven City,758040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
102089,"Casual, Indie",Heroic Dungeon OST,680720,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102090,RPG,Journey to Luonto,737490,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102091,"Action, Adventure, Indie",Super Meat Shooter - Happy Meat Winter,761231,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102093,Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Frankfurt,675354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102094,"Indie, Simulation",Achievement Clicker - Coal Edition,761250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
102096,"Adventure, Casual, Indie, Simulation",Piggy Poggy Pog,754040,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
102097,"Casual, Indie",FMath,754130,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102098,"Casual, Free to Play, Simulation",My Free Zoo,694130,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2017
102099,"Adventure, Casual, Indie, Simulation",On Earth As It Is In Heaven - A Kinetic Novel,662260,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
102100,"Adventure, Indie, RPG, Early Access",Loot Run,733570,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
102102,"Action, Indie",AF-ZERO,744280,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102103,"Casual, Indie",Cube Way,754390,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102104,"Action, RPG",STAR OCEAN™ - THE LAST HOPE -™ 4K &amp; Full HD Remaster,609150,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102105,"Adventure, Indie",Purple Heart,745370,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102106,"Casual, Simulation, Strategy",The Chronicles of Dragon Wing - The Surge of Undercurrent,675430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
102107,"Action, Casual, Indie",Mustache Politics Shooter,733090,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102109,"Action, Casual, Indie, Massively Multiplayer",The Promethium Effect - The Idle Clicker MMO,708510,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017
102110,"Action, Adventure, Indie, RPG, Simulation, Early Access",The Silence Outside,744720,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2017
102112,"Action, Adventure",Sanic T-Shirts DLC,715890,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102113,"Adventure, Indie, RPG, Strategy",Haunted Dream House,747130,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
102115,"Casual, Indie, Strategy",BrainyJoy,732010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102117,"Action, Casual, Indie, Early Access",Bullseye,719280,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102118,"Action, Indie, Massively Multiplayer, Simulation, Strategy",Rising Storm 2: Vietnam - Pulling Rank Cosmetic DLC,737270,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2017
102120,"Casual, Indie, Strategy",Space Panic Defense,746540,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102123,"Casual, Indie, Strategy",Lines Infinite by Nestor Yavorskyy,733050,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102124,Action,Darkest Wave,653920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102125,"Indie, Massively Multiplayer, Strategy, Early Access",Deathlands,688210,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2017
102127,"Action, Casual, Racing",C64 &amp; AMIGA Classix Remakes Sixpack 2,751680,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
102128,"Action, Simulation",Chopper Battle New Horizon,751870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102129,Indie,The Under,726160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102130,Action,CRUSH &amp; SQUASH,740740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102131,"Racing, Simulation, Sports",FURIDASHI - PREMIUM CAR: 2002 GTR-34,755180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
102132,"Action, Casual, Indie",Intergalactic traveler: The Omega Sector,752080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102134,"Racing, Simulation, Sports",FURIDASHI - PREMIUM CAR: 1995 MRKII,756721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
102135,"Racing, Simulation, Sports",FURIDASHI - PREMIUM CAR: 1989 3S COUPE,755190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
102136,"Casual, Indie",Space Rocks,748010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102137,"Adventure, Indie",Yi and the Thousand Moons,701730,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102138,"Casual, Indie",Znkl - 177,745380,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102139,"Indie, Strategy",Archamon,350880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102140,Indie,Djilyaro,740320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102141,"Adventure, Indie, Strategy",The House of Da Vinci,522470,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102143,"Action, Adventure, Casual, Indie",Strange Things,751080,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102145,"Action, Casual, Indie",Spinning Around,749670,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102146,"Action, Adventure, Indie",Yissa Deep Realms,750960,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102147,Simulation,DCS: Normandy 1944 Map,684850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102148,Simulation,DCS: World War II Assets Pack,684851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102149,Simulation,Spitfire: Epsom Campaign,695860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102153,"Casual, Free to Play, RPG",Prey with Gun 带枪的猎物,718940,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017
102155,"Adventure, Indie",Fariwalk: The Prelude,738560,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102156,Indie,SoM Soul Of Mask,725020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102158,Casual,Orblitz,746360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102160,RPG,Darkblood Chronicles,604920,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102161,Indie,4-in-1 IQ Scale Bundle,751750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102162,"Action, Strategy",Battleship Lonewolf,732470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
102163,"Casual, Indie, Strategy",Bunny Mania 2,746770,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
102164,"Action, Casual, Indie",Reflex,745740,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102165,"Action, Casual, Indie, Racing, Simulation, Sports",VRC PRO GT3 chassis and components pack,678733,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2017
102166,"Adventure, Indie, Early Access",Unsettled,699010,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102167,"Casual, Indie, Strategy",Steam: Rails to Riches - Southwestern France Map,759230,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
102168,"Casual, Racing",Mille Bornes,702510,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
102169,"Indie, Massively Multiplayer",Knife Battles,731640,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017
102170,Sports,Cube Color,748430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
102172,"Action, Indie",Hell Space,727490,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102173,"Action, Adventure, Indie",Super Trashforce,710520,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102174,"Action, Adventure, Indie",Super Trashforce Artworks,720720,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102175,"Action, Adventure, Indie",Super Trashforce OST,720810,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102176,"Action, Casual, Indie, Simulation",Shark Simulator,708340,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
102177,"Action, Adventure, Indie, Early Access",ReturnState,719340,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102178,"Action, Adventure, Indie, RPG",Santa's vacation,741770,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
102179,"Action, Adventure, Indie",Super Meat Shooter,745340,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102181,"Action, Free to Play, Massively Multiplayer",Warface - Battle Royale,754660,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2017
102182,"Adventure, Casual",Eventide 2: Sorcerer's Mirror - Artbook &amp; Soundtrack,709300,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102185,Simulation,Bakery,746620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102186,Indie,Insects runner,749600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102187,"Adventure, Indie",Dong-Jin Rice-hime -Expansion Pack,716910,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102188,"Casual, Strategy",Grandpa and the Zombies,732390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
102190,"Casual, Indie",Fluffy Friends 2 - Wallpapers &amp; OST,756620,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102191,"Action, Adventure, Casual, Indie, RPG",The Music of Star Story: The Horizon Escape - Game OST,712350,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
102192,Simulation,Flight Sim World: Kahului Air Mission Pack,630918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
102193,"Casual, Indie",Squarism: Soundtrack,750640,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102194,"Adventure, Indie, RPG",Broadway: 1849,757080,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
102195,"Indie, Simulation, Strategy",Way of Defector - Character Joo Yong-hyun,742820,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
102196,"Indie, Simulation, Strategy","Way of Defector - Soundtrack, Artbook",718700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
102198,"Action, Indie, RPG, Early Access",Cosmonator,656740,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
102200,"Action, Free to Play",Blacksquad - Welcome Fortune Box,654180,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
102202,"Casual, Indie",Chocolate makes you happy,749340,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102204,Action,Wolfenstein II: The New Colossus,612880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102206,RPG,WORLD OF FINAL FANTASY®,552700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102209,"Casual, Indie",My Coloring Book: Transport,739210,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102216,"Simulation, Sports",WWE 2K18 - NXT Generation Pack,706090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2017
102217,"Adventure, Casual, Indie, RPG, Early Access",Don't Sink,710610,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
102219,"Adventure, Casual",Mystery Case Files: The Revenant's Hunt Collector's Edition,749080,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
102220,"Action, Indie",Champions of Aerial,701940,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102221,"Massively Multiplayer, Racing, Simulation, Sports",CarX Drift Racing Online - Gold,752450,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2017
102222,RPG,"BLUE REFLECTION - Vacation Style Set B (Yuzu, Shihori, Kei)",688259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102223,RPG,"BLUE REFLECTION - Vacation Style Set A (Hinako, Sarasa, Mao)",688258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102224,RPG,"BLUE REFLECTION - Vacation Style Set C (Lime, Fumio, Chihiro)",688270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102225,RPG,"BLUE REFLECTION - Vacation Style Set D (Sanae, Ako, Yuri)",688271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102226,RPG,"BLUE REFLECTION - Vacation Style Set E (Rin, Kaori, Rika)",688272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102227,RPG,BLUE REFLECTION - Special Event,688273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
102229,"Action, Adventure, Casual, Indie",Pure Mind,746800,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
102231,"Casual, Indie, Simulation",Solitaire,748540,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2009
102232,"Adventure, Casual, Indie",SpacePig,748910,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
